is_bug_fix,revisionNo,message
0,504,"Oops, fix an error introduced in recent change Modified : /trunk/core/src/com/google/zxing/common/GridSampler.java "
0,505,"Added 52 real world UPC-A greyscale test images. We get 26/52, but more with tryharder. I think I'm going to break try harder results into their own test so wecan track these separately. Added : /trunk/core/test/data/blackbox/upca-2 Added : /trunk/core/test/data/blackbox/upca-2/01.jpg Added : /trunk/core/test/data/blackbox/upca-2/01.txt Added : /trunk/core/test/data/blackbox/upca-2/02.jpg Added : /trunk/core/test/data/blackbox/upca-2/02.txt Added : /trunk/core/test/data/blackbox/upca-2/03.jpg Added : /trunk/core/test/data/blackbox/upca-2/03.txt Added : /trunk/core/test/data/blackbox/upca-2/04.jpg Added : /trunk/core/test/data/blackbox/upca-2/04.txt Added : /trunk/core/test/data/blackbox/upca-2/05.jpg Added : /trunk/core/test/data/blackbox/upca-2/05.txt Added : /trunk/core/test/data/blackbox/upca-2/06.jpg Added : /trunk/core/test/data/blackbox/upca-2/06.txt Added : /trunk/core/test/data/blackbox/upca-2/07.jpg Added : /trunk/core/test/data/blackbox/upca-2/07.txt Added : /trunk/core/test/data/blackbox/upca-2/08.jpg Added : /trunk/core/test/data/blackbox/upca-2/08.txt Added : /trunk/core/test/data/blackbox/upca-2/09.jpg Added : /trunk/core/test/data/blackbox/upca-2/09.txt Added : /trunk/core/test/data/blackbox/upca-2/10.jpg Added : /trunk/core/test/data/blackbox/upca-2/10.txt Added : /trunk/core/test/data/blackbox/upca-2/11.jpg Added : /trunk/core/test/data/blackbox/upca-2/11.txt Added : /trunk/core/test/data/blackbox/upca-2/12.jpg Added : /trunk/core/test/data/blackbox/upca-2/12.txt Added : /trunk/core/test/data/blackbox/upca-2/13.jpg Added : /trunk/core/test/data/blackbox/upca-2/13.txt Added : /trunk/core/test/data/blackbox/upca-2/14.jpg Added : /trunk/core/test/data/blackbox/upca-2/14.txt Added : /trunk/core/test/data/blackbox/upca-2/15.jpg Added : /trunk/core/test/data/blackbox/upca-2/15.txt Added : /trunk/core/test/data/blackbox/upca-2/16.jpg Added : /trunk/core/test/data/blackbox/upca-2/16.txt Added : /trunk/core/test/data/blackbox/upca-2/17.jpg Added : /trunk/core/test/data/blackbox/upca-2/17.txt Added : /trunk/core/test/data/blackbox/upca-2/18.jpg Added : /trunk/core/test/data/blackbox/upca-2/18.txt Added : /trunk/core/test/data/blackbox/upca-2/19.jpg Added : /trunk/core/test/data/blackbox/upca-2/19.txt Added : /trunk/core/test/data/blackbox/upca-2/20.jpg Added : /trunk/core/test/data/blackbox/upca-2/20.txt Added : /trunk/core/test/data/blackbox/upca-2/21.jpg Added : /trunk/core/test/data/blackbox/upca-2/21.txt Added : /trunk/core/test/data/blackbox/upca-2/22.jpg Added : /trunk/core/test/data/blackbox/upca-2/22.txt Added : /trunk/core/test/data/blackbox/upca-2/23.jpg Added : /trunk/core/test/data/blackbox/upca-2/23.txt Added : /trunk/core/test/data/blackbox/upca-2/24.jpg Added : /trunk/core/test/data/blackbox/upca-2/24.txt Added : /trunk/core/test/data/blackbox/upca-2/25.jpg "
0,506,"All the positive test cases now track normal and try harder success ratesseparately. This lets us monitor regressions separately, and gives an idea ofhow much better try harder actually is. Modified : /trunk/core/test/src/com/google/zxing/common/AbstractBlackBoxTestCase.java Modified : /trunk/core/test/src/com/google/zxing/datamatrix/DataMatrixBlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/Code128BlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/Code128BlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/Code39BlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/Code39BlackBox3TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/Code39ExtendedBlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/EAN13BlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/EAN13BlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/EAN8BlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/UPCABlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/UPCABlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/UPCEBlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeBlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeBlackBox2TestCase.java "
0,507,Added some very difficult reflective UPC-A images - we get 8/21. We wouldprobably have to do something very special to handle soda cans with those silveron silver barcodes. Added : /trunk/core/test/data/blackbox/upca-3 Added : /trunk/core/test/data/blackbox/upca-3/01.jpg Added : /trunk/core/test/data/blackbox/upca-3/01.txt Added : /trunk/core/test/data/blackbox/upca-3/02.jpg Added : /trunk/core/test/data/blackbox/upca-3/02.txt Added : /trunk/core/test/data/blackbox/upca-3/03.jpg Added : /trunk/core/test/data/blackbox/upca-3/03.txt Added : /trunk/core/test/data/blackbox/upca-3/04.jpg Added : /trunk/core/test/data/blackbox/upca-3/04.txt Added : /trunk/core/test/data/blackbox/upca-3/05.jpg Added : /trunk/core/test/data/blackbox/upca-3/05.txt Added : /trunk/core/test/data/blackbox/upca-3/06.jpg Added : /trunk/core/test/data/blackbox/upca-3/06.txt Added : /trunk/core/test/data/blackbox/upca-3/07.jpg Added : /trunk/core/test/data/blackbox/upca-3/07.txt Added : /trunk/core/test/data/blackbox/upca-3/08.jpg Added : /trunk/core/test/data/blackbox/upca-3/08.txt Added : /trunk/core/test/data/blackbox/upca-3/09.jpg Added : /trunk/core/test/data/blackbox/upca-3/09.txt Added : /trunk/core/test/data/blackbox/upca-3/10.jpg Added : /trunk/core/test/data/blackbox/upca-3/10.txt Added : /trunk/core/test/data/blackbox/upca-3/11.jpg Added : /trunk/core/test/data/blackbox/upca-3/11.txt Added : /trunk/core/test/data/blackbox/upca-3/12.jpg Added : /trunk/core/test/data/blackbox/upca-3/12.txt Added : /trunk/core/test/data/blackbox/upca-3/13.jpg Added : /trunk/core/test/data/blackbox/upca-3/13.txt Added : /trunk/core/test/data/blackbox/upca-3/14.jpg Added : /trunk/core/test/data/blackbox/upca-3/14.txt Added : /trunk/core/test/data/blackbox/upca-3/15.jpg Added : /trunk/core/test/data/blackbox/upca-3/15.txt Added : /trunk/core/test/data/blackbox/upca-3/16.jpg Added : /trunk/core/test/data/blackbox/upca-3/16.txt Added : /trunk/core/test/data/blackbox/upca-3/17.jpg Added : /trunk/core/test/data/blackbox/upca-3/17.txt Added : /trunk/core/test/data/blackbox/upca-3/18.jpg Added : /trunk/core/test/data/blackbox/upca-3/18.txt Added : /trunk/core/test/data/blackbox/upca-3/19.jpg Added : /trunk/core/test/data/blackbox/upca-3/19.txt Added : /trunk/core/test/data/blackbox/upca-3/20.jpg Added : /trunk/core/test/data/blackbox/upca-3/20.txt Added : /trunk/core/test/data/blackbox/upca-3/21.jpg Added : /trunk/core/test/data/blackbox/upca-3/21.txt Added : /trunk/core/test/src/com/google/zxing/oned/UPCABlackBox3ReflectiveTestCase.java 
0,508,"Added 41 real world UPC-E tests. We need to improve regular decoding here: itgets 17/41, but try harder gets 28/41. Added : /trunk/core/test/data/blackbox/upce-2 Added : /trunk/core/test/data/blackbox/upce-2/01.jpg Added : /trunk/core/test/data/blackbox/upce-2/01.txt Added : /trunk/core/test/data/blackbox/upce-2/02.jpg Added : /trunk/core/test/data/blackbox/upce-2/02.txt Added : /trunk/core/test/data/blackbox/upce-2/03.jpg Added : /trunk/core/test/data/blackbox/upce-2/03.txt Added : /trunk/core/test/data/blackbox/upce-2/04.jpg Added : /trunk/core/test/data/blackbox/upce-2/04.txt Added : /trunk/core/test/data/blackbox/upce-2/05.jpg Added : /trunk/core/test/data/blackbox/upce-2/05.txt Added : /trunk/core/test/data/blackbox/upce-2/06.jpg Added : /trunk/core/test/data/blackbox/upce-2/06.txt Added : /trunk/core/test/data/blackbox/upce-2/07.jpg Added : /trunk/core/test/data/blackbox/upce-2/07.txt Added : /trunk/core/test/data/blackbox/upce-2/08.jpg Added : /trunk/core/test/data/blackbox/upce-2/08.txt Added : /trunk/core/test/data/blackbox/upce-2/09.jpg Added : /trunk/core/test/data/blackbox/upce-2/09.txt Added : /trunk/core/test/data/blackbox/upce-2/10.jpg Added : /trunk/core/test/data/blackbox/upce-2/10.txt Added : /trunk/core/test/data/blackbox/upce-2/11.jpg Added : /trunk/core/test/data/blackbox/upce-2/11.txt Added : /trunk/core/test/data/blackbox/upce-2/12.jpg Added : /trunk/core/test/data/blackbox/upce-2/12.txt Added : /trunk/core/test/data/blackbox/upce-2/13.jpg Added : /trunk/core/test/data/blackbox/upce-2/13.txt Added : /trunk/core/test/data/blackbox/upce-2/14.jpg Added : /trunk/core/test/data/blackbox/upce-2/14.txt Added : /trunk/core/test/data/blackbox/upce-2/15.jpg Added : /trunk/core/test/data/blackbox/upce-2/15.txt Added : /trunk/core/test/data/blackbox/upce-2/16.jpg Added : /trunk/core/test/data/blackbox/upce-2/16.txt Added : /trunk/core/test/data/blackbox/upce-2/17.jpg Added : /trunk/core/test/data/blackbox/upce-2/17.txt Added : /trunk/core/test/data/blackbox/upce-2/18.jpg Added : /trunk/core/test/data/blackbox/upce-2/18.txt Added : /trunk/core/test/data/blackbox/upce-2/19.jpg Added : /trunk/core/test/data/blackbox/upce-2/19.txt Added : /trunk/core/test/data/blackbox/upce-2/20.jpg Added : /trunk/core/test/data/blackbox/upce-2/20.txt Added : /trunk/core/test/data/blackbox/upce-2/21.jpg Added : /trunk/core/test/data/blackbox/upce-2/21.txt Added : /trunk/core/test/data/blackbox/upce-2/22.jpg Added : /trunk/core/test/data/blackbox/upce-2/22.txt Added : /trunk/core/test/data/blackbox/upce-2/23.jpg Added : /trunk/core/test/data/blackbox/upce-2/23.txt Added : /trunk/core/test/data/blackbox/upce-2/24.jpg Added : /trunk/core/test/data/blackbox/upce-2/24.txt Added : /trunk/core/test/data/blackbox/upce-2/25.jpg "
0,509,Added a reflective UPC-E unit test. We cannot decode any of these silver onsilver barcodes. Added : /trunk/core/test/data/blackbox/upce-3 Added : /trunk/core/test/data/blackbox/upce-3/01.jpg Added : /trunk/core/test/data/blackbox/upce-3/01.txt Added : /trunk/core/test/data/blackbox/upce-3/02.jpg Added : /trunk/core/test/data/blackbox/upce-3/02.txt Added : /trunk/core/test/data/blackbox/upce-3/03.jpg Added : /trunk/core/test/data/blackbox/upce-3/03.txt Added : /trunk/core/test/data/blackbox/upce-3/04.jpg Added : /trunk/core/test/data/blackbox/upce-3/04.txt Added : /trunk/core/test/data/blackbox/upce-3/05.jpg Added : /trunk/core/test/data/blackbox/upce-3/05.txt Added : /trunk/core/test/data/blackbox/upce-3/06.jpg Added : /trunk/core/test/data/blackbox/upce-3/06.txt Added : /trunk/core/test/data/blackbox/upce-3/07.jpg Added : /trunk/core/test/data/blackbox/upce-3/07.txt Added : /trunk/core/test/data/blackbox/upce-3/08.jpg Added : /trunk/core/test/data/blackbox/upce-3/08.txt Added : /trunk/core/test/data/blackbox/upce-3/09.jpg Added : /trunk/core/test/data/blackbox/upce-3/09.txt Added : /trunk/core/test/data/blackbox/upce-3/10.jpg Added : /trunk/core/test/data/blackbox/upce-3/10.txt Added : /trunk/core/test/data/blackbox/upce-3/11.jpg Added : /trunk/core/test/data/blackbox/upce-3/11.txt Added : /trunk/core/test/src/com/google/zxing/oned/UPCEBlackBox3ReflectiveTestCase.java 
0,510,Small improvement to unit test results output. Modified : /trunk/core/test/src/com/google/zxing/common/AbstractBlackBoxTestCase.java 
0,511,Small thread-safety correctness fix which may not matter in J2ME: &quot;done&quot; fieldshould be volatile so that changes from other threads are definitely seen. Modified : /trunk/javame/src/com/google/zxing/client/j2me/SnapshotThread.java 
0,512,Updates for 0.9 Modified : /trunk/CHANGES Modified : /trunk/build.properties 
0,513,"Oops, fix RIM build script to not depend on old &quot;javame-basic&quot; target Modified : /trunk/rim/build.xml "
0,514,More fixes to the build files after trying to build the whole thing again forrelease Modified : /trunk/bug/build.xml Modified : /trunk/build.xml Modified : /trunk/core/build.xml 
0,515,one last typo fix Modified : /trunk/zxingorg/web/decoderesult.jspx 
0,516,Edited wiki page through web user interface. Modified : /wiki/InterestingLinks.wiki 
0,517,Edited wiki page through web user interface. Modified : /wiki/GetTheReader.wiki 
0,518,Update to latest HTTP Core/Client libs Modified : /trunk/zxingorg/build.xml Modified : /trunk/zxingorg/src/com/google/zxing/web/DecodeServlet.java Deleted : /trunk/zxingorg/web/WEB-INF/lib/httpclient-4.0-alpha3.jar Added : /trunk/zxingorg/web/WEB-INF/lib/httpclient-4.0-alpha4.jar Deleted : /trunk/zxingorg/web/WEB-INF/lib/httpcore-4.0-beta1.jar Added : /trunk/zxingorg/web/WEB-INF/lib/httpcore-4.0-beta2.jar Deleted : /trunk/zxingorg/web/WEB-INF/lib/httpcore-nio-4.0-beta1.jar Added : /trunk/zxingorg/web/WEB-INF/lib/httpcore-nio-4.0-beta2.jar Deleted : /trunk/zxingorg/web/WEB-INF/lib/httpmime-4.0-alpha3.jar Added : /trunk/zxingorg/web/WEB-INF/lib/httpmime-4.0-alpha4.jar 
0,519,"Fixed problem that is unclear from spec: shift apparently resets after beingused in C40/Text encodation. Introduced some locals to reduce array accesses,change char to int where we are really using a numeric type, and tweaked javadocindentation Modified : /trunk/core/src/com/google/zxing/datamatrix/decoder/DecodedBitStreamParser.java "
0,520,Tiny improvement to toString() visualization of BitMatrix Modified : /trunk/core/src/com/google/zxing/common/BitMatrix.java 
0,521,"More refactoring, fixed a small issue in X12 encodation of \r Modified : /trunk/core/src/com/google/zxing/datamatrix/decoder/DecodedBitStreamParser.java "
0,522,Enhance GenericResultPoint and move some logic out of qrcode packages for reusewith datamatrix soon Modified : /trunk/core/src/com/google/zxing/common/GenericResultPoint.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/Detector.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPatternFinder.java 
0,523,Quick shortening of a method in FinderPatternFinder that I just noticed Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPatternFinder.java 
0,524,"Modified the library entry point in a way which lets continuous scan clientsreuse the same decoding objects at each pass. This is source and semanticallycompatible with the previous version, so you have to choose to calldecodeWithState() to get the benefits. The unit tests cannot use this becausethey test each image in normal and then try harder mode, which requires changingthe hints object. Modified : /trunk/core/src/com/google/zxing/MultiFormatReader.java "
0,525,Edited wiki page through web user interface. Modified : /wiki/InterestingLinks.wiki 
0,526,Added support for &quot;05 Macro&quot; and &quot;06 Macro&quot; in ASCII encodation Modified : /trunk/core/src/com/google/zxing/datamatrix/decoder/DecodedBitStreamParser.java 
0,527,"Factor out and clarify cross product computation and its use, so it can bereused elsewhere. Modified : /trunk/core/src/com/google/zxing/common/GenericResultPoint.java "
0,528,Edited wiki page through web user interface. Modified : /wiki/BarcodeContents.wiki 
